,Unnamed: 0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
3363,11099068,1,4/29/2016 0:11,4/29/2016 1:20,2,15.6,-73.99926758,40.73089218139648,1,N,-73.84299469,40.65958404541016,1,58,0.5,0.5,5,0,0.3,64.3
3364,11099069,1,4/29/2016 0:11,4/29/2016 0:42,2,6.6,-73.99715424,40.73147201538085,1,N,-73.95800781,40.714637756347656,1,25.5,0.5,0.5,4,0,0.3,30.8
3365,11099070,2,4/29/2016 0:11,4/29/2016 0:13,5,0.59,-73.97589874,40.74887847900391,1,N,-73.9697113,40.75389862060547,1,4,0.5,0.5,1.06,0,0.3,6.36
3366,11099071,2,4/29/2016 0:11,4/29/2016 0:15,2,0.47,-74.00437164,40.74171066,1,N,-74.00808716,40.7409668,2,4.5,0.5,0.5,0,0,0.3,5.8
3367,11099072,1,4/29/2016 0:11,4/29/2016 0:12,1,0,-73.98629761,40.741886138916016,1,N,-73.98606873,40.74136352539063,3,2.5,0.5,0.5,0,0,0.3,3.8
3368,11099073,2,4/29/2016 0:11,4/29/2016 0:24,2,6.34,-73.97465515,40.75333786010742,1,N,-73.99438477,40.69467544555664,1,19,0.5,0.5,4.06,0,0.3,24.36
3369,11099074,2,4/29/2016 0:11,4/29/2016 0:28,6,3.12,-74.0039978,40.72546005249024,1,N,-73.97264862,40.75333023071289,1,13.5,0.5,0.5,0.74,0,0.3,15.54
3370,11099075,2,4/29/2016 0:11,4/29/2016 0:14,1,0.57,-73.9797821,40.74941635131836,1,N,-73.98325348,40.74282836914063,2,4,0.5,0.5,0,0,0.3,5.3
3371,11099076,2,4/29/2016 0:11,4/29/2016 0:19,2,2.17,-73.99360657,40.72124099731445,1,N,-73.96412659,40.70970153808594,2,9,0.5,0.5,0,0,0.3,10.3
3372,11099077,2,4/29/2016 0:11,4/29/2016 0:19,1,1.08,-73.9855423,40.756160736083984,1,N,-73.96947479,40.75548172,1,6.5,0.5,0.5,1.95,0,0.3,9.75
3373,11099078,1,4/29/2016 0:11,4/29/2016 0:14,1,0.8,-73.99150085,40.74725341796875,1,N,-73.99044037,40.74081039428711,1,4.5,0.5,0.5,1.45,0,0.3,7.25
3374,11099079,2,4/29/2016 0:11,4/29/2016 0:16,6,1.11,-74.00176239,40.733699798583984,1,N,-73.99880219,40.72383117675781,1,5.5,0.5,0.5,1.36,0,0.3,8.16
3375,11099080,2,4/29/2016 0:11,4/29/2016 0:34,1,17.25,-73.78237915,40.64459991455078,2,N,-73.97566986,40.75093078613281,1,52,0,0.5,7,5.54,0.3,65.34
3376,11099081,2,4/29/2016 0:11,4/29/2016 0:36,1,4.19,-74.0014801,40.73086929321289,1,N,-73.96064758,40.767051696777344,1,18.5,0.5,0.5,4.95,0,0.3,24.75
3377,11099082,1,4/29/2016 0:11,4/29/2016 0:16,1,0.8,-73.9956665,40.75445556640625,1,N,-73.98506927,40.74769973754883,1,5.5,0.5,0.5,1,0,0.3,7.8
3378,11099083,1,4/29/2016 0:11,4/29/2016 0:16,1,0.9,-73.98675537,40.75695037841797,1,N,-73.98099518,40.76472473144531,2,5.5,0.5,0.5,0,0,0.3,6.8
3379,11099084,1,4/29/2016 0:11,4/29/2016 0:15,1,1.1,-73.98867035,40.74866485595703,1,N,-73.98002625,40.762351989746094,1,5.5,0.5,0.5,1.35,0,0.3,8.15
3380,11099085,2,4/29/2016 0:11,4/29/2016 0:22,4,2.75,-73.99770355,40.72150039672852,1,N,-73.94898987,40.71112060546875,1,11.5,0.5,0.5,2.56,0,0.3,15.36
3381,11099086,2,4/29/2016 0:11,4/29/2016 0:21,1,4.79,-73.97795868,40.74589157104492,1,N,-74.00430298,40.716251373291016,1,15,0.5,0.5,2,0,0.3,18.3
3382,11099087,2,4/29/2016 0:11,4/29/2016 0:29,5,5.25,-73.99350739,40.74157715,1,N,-73.96901703,40.79597854614258,1,18.5,0.5,0.5,3.96,0,0.3,23.76
3383,11099088,2,4/29/2016 0:11,4/29/2016 0:25,1,4.07,-73.9851532,40.751819610595696,1,N,-73.97138977,40.79253005981445,1,13.5,0.5,0.5,1.5,0,0.3,16.3
3384,11099089,2,4/29/2016 0:11,4/29/2016 0:17,1,1.37,-73.9908905,40.76098251342773,1,N,-73.99914551,40.74465942382813,1,6.5,0.5,0.5,1.56,0,0.3,9.36
3385,11099090,1,4/29/2016 0:11,4/29/2016 0:18,1,1.7,-73.96901703,40.76107407,1,N,-73.9569397,40.77838134765625,2,7.5,0.5,0.5,0,0,0.3,8.8
3386,11099091,2,4/29/2016 0:11,4/29/2016 0:24,1,3.41,-73.97925568,40.744117736816406,1,N,-73.94833374,40.78645324707031,1,12.5,0.5,0.5,3.45,0,0.3,17.25
3387,11099092,2,4/29/2016 0:11,4/30/2016 0:04,2,4.67,-73.9897995,40.738468170166016,1,N,-73.96954346,40.69573593139648,1,18.5,0.5,0.5,3.96,0,0.3,23.76
3388,11099093,1,4/29/2016 0:11,4/29/2016 0:16,1,0.8,-74.00532532,40.71833801269531,1,N,-73.99571228,40.72515487670898,1,5.5,0.5,0.5,1.35,0,0.3,8.15
3389,11099094,1,4/29/2016 0:11,4/29/2016 0:20,1,2.7,-73.95830536,40.71343612670898,1,N,-73.94953918,40.67938995361328,1,10,0.5,0.5,2.8,0,0.3,14.1
3390,11099095,2,4/29/2016 0:11,4/29/2016 0:17,1,0.56,-74.00243378,40.72478866577149,1,N,-73.9997406,40.71922302246094,1,5.5,0.5,0.5,3.8,0,0.3,10.6
3391,11099096,2,4/29/2016 0:11,4/29/2016 0:29,3,9.06,-73.98318481,40.76647567749024,1,N,-73.9172287,40.86897659301758,1,27,0.5,0.5,7.08,0,0.3,35.38
3392,11099097,2,4/29/2016 0:11,4/29/2016 0:14,1,0.86,-73.95836639,40.7746582,1,N,-73.9539032,40.76698303222656,2,5,0.5,0.5,0,0,0.3,6.3
3393,11099098,1,4/29/2016 0:11,4/29/2016 0:19,1,1.8,-73.99086761,40.73457336425781,1,N,-73.9868927,40.75147247314453,1,7.5,0.5,0.5,1,0,0.3,9.8
3394,11099099,1,4/29/2016 0:11,4/29/2016 0:13,1,0.2,-73.9907608,40.75532913208008,5,N,-73.99450684,40.756126403808594,3,0,0,0,0,0,0.3,0.3
3395,11099100,1,4/29/2016 0:11,4/29/2016 0:12,1,0,-73.7822876,40.64454269,1,N,-73.78116608,40.644927978515625,2,2.5,0.5,0.5,0,0,0.3,3.8
3396,11099101,1,4/29/2016 0:11,4/29/2016 0:23,1,1.7,-73.98750305,40.72172164916992,1,N,-74.0078125,40.73220443725585,1,9.5,0.5,0.5,2.7,0,0.3,13.5
3397,11099102,2,4/29/2016 0:11,4/29/2016 0:24,2,1.8,-73.96227264,40.760589599609375,1,N,-73.98323059,40.75534057617188,2,9.5,0.5,0.5,0,0,0.3,10.8
3398,11099103,2,4/29/2016 0:11,4/29/2016 0:15,2,1.04,-73.98049164,40.74251174926758,1,N,-73.97087097,40.75571823120117,1,5,0.5,0.5,1.26,0,0.3,7.56
3399,11099104,1,4/29/2016 0:11,4/29/2016 0:29,1,7.3,-73.98532867,40.72758865356445,1,N,-73.88749695,40.74497222900391,1,22,0.5,0.5,3,5.54,0.3,31.84
3400,11099105,1,4/29/2016 0:11,4/29/2016 0:22,3,2.1,-74.00292206,40.73350143432617,1,N,-73.97975159,40.74350738525391,1,9.5,0.5,0.5,3.2,0,0.3,14
3401,11099106,2,4/29/2016 0:11,4/29/2016 0:35,1,18.69,-73.78206635,40.64460754394531,1,N,-73.96111298,40.71620178222656,1,50,0.5,0.5,10.26,0,0.3,61.56
3402,11099107,2,4/29/2016 0:11,4/29/2016 0:28,1,3.02,-73.92360687,40.76401138305664,1,N,-73.92030334,40.74018859863281,1,13.5,0.5,0.5,5,0,0.3,19.8
3403,11099108,2,4/29/2016 0:11,4/29/2016 0:16,2,0.96,-74.00041962,40.718616485595696,1,N,-74.0019989,40.70925521850585,1,5.5,0.5,0.5,2.04,0,0.3,8.84
3404,11099109,2,4/29/2016 0:11,4/29/2016 0:14,1,0.71,-73.96769714,40.79302978515625,1,N,-73.96528625,40.80096054077149,2,4.5,0.5,0.5,0,0,0.3,5.8
3405,11099110,2,4/29/2016 0:11,4/29/2016 0:32,2,4.74,-73.98209381,40.77154159545898,1,N,-73.95420074,40.73669815063477,1,18,0.5,0.5,5.79,0,0.3,25.09
3406,11099111,1,4/29/2016 0:11,4/29/2016 0:34,1,4.4,-73.98548889,40.73828506469727,1,N,-73.99578094,40.69325637817383,1,18.5,0.5,0.5,5.9,0,0.3,25.7
3407,11099112,1,4/29/2016 0:11,4/29/2016 0:17,2,1.2,-73.98674011,40.751609802246094,1,N,-73.98471069,40.76474380493164,1,6.5,0.5,0.5,1.2,0,0.3,9
3408,11099113,1,4/29/2016 0:11,4/29/2016 0:28,4,3.3,-73.98733521,40.72524642944336,1,N,-73.99565887,40.75941848754883,2,14,0.5,0.5,0,0,0.3,15.3
3409,11099114,1,4/29/2016 0:11,4/29/2016 0:14,1,0.5,-73.96829224,40.7653923,1,N,-73.96278381,40.770729064941406,1,4.5,0.5,0.5,0.87,0,0.3,6.67
3410,11099115,1,4/29/2016 0:11,4/29/2016 0:19,1,0.2,-73.99436188,40.74436569213867,1,N,-73.99024963,40.74239730834961,1,6,0.5,0.5,1,0,0.3,8.3
3411,11099116,2,4/29/2016 0:11,4/29/2016 0:28,3,2.45,-73.99668121,40.729507446289055,1,N,-74.00988007,40.70550155639648,2,12.5,0.5,0.5,0,0,0.3,13.8
3412,11099117,1,4/29/2016 0:11,4/29/2016 0:17,1,0.9,-73.92195892,40.76710129,1,N,-73.91418457,40.76619720458984,2,6,0.5,0.5,0,0,0.3,7.3
3413,11099118,2,4/29/2016 0:11,4/29/2016 0:26,1,4.11,-73.95573425,40.77624130249024,1,N,-73.98858643,40.72992706298828,1,14.5,0.5,0.5,3.16,0,0.3,18.96
3414,11099119,2,4/29/2016 0:11,4/29/2016 0:20,1,1.88,-73.98531342,40.753360748291016,1,N,-73.99240112,40.73133087158203,1,8.5,0.5,0.5,1.96,0,0.3,11.76
3415,11099120,1,4/29/2016 0:11,4/29/2016 0:21,1,1.7,-74.00415039,40.72536087036133,1,N,-73.99021912,40.746448516845696,1,9,0.5,0.5,2.05,0,0.3,12.35
3416,11099121,2,4/29/2016 0:11,4/29/2016 0:15,1,0.36,-73.98960114,40.737571716308594,1,N,-73.98548126,40.73872375488281,1,4,0.5,0.5,1.32,0,0.3,6.62
3417,11099122,2,4/29/2016 0:11,4/29/2016 0:19,2,1.83,-74.00148773,40.75667190551758,1,N,-73.98101044,40.76486587524415,1,8,0.5,0.5,1.86,0,0.3,11.16
3418,11099123,2,4/29/2016 0:11,4/29/2016 0:18,2,0.97,-73.97285461,40.75634766,1,N,-73.98358154,40.76306533813477,1,6,0.5,0.5,0,0,0.3,7.3
3419,11099124,2,4/29/2016 0:11,4/29/2016 0:17,1,1.06,-73.97399139,40.76192092895508,1,N,-73.9850235,40.76850509643555,2,6,0.5,0.5,0,0,0.3,7.3
3420,11099125,1,4/29/2016 0:11,4/29/2016 0:17,1,1.3,-73.98799133,40.74973678588867,1,N,-73.97472382,40.76367568969727,2,6.5,0.5,0.5,0,0,0.3,7.8
3421,11099126,1,4/29/2016 0:11,4/29/2016 0:16,1,0.7,-73.97660065,40.75971984863281,1,N,-73.96842957,40.76517868041992,2,5.5,0.5,0.5,0,0,0.3,6.8
3422,11099127,2,4/29/2016 0:11,4/29/2016 0:21,5,3.42,-73.97891235,40.75328826904297,1,N,-73.94953918,40.796211242675774,2,11,0.5,0.5,0,0,0.3,12.3
3423,11099128,1,4/29/2016 0:11,4/29/2016 0:25,1,2.5,-73.98532867,40.75007247924805,1,N,-73.98252869,40.77400207519531,2,11.5,0.5,0.5,0,0,0.3,12.8
3424,11099129,1,4/29/2016 0:11,4/29/2016 0:38,1,6.1,-73.98391724,40.75529479980469,1,N,-73.90797424,40.76285171508789,1,22.5,0.5,0.5,0,0,0.3,23.8
3425,11099130,2,4/29/2016 0:11,4/29/2016 0:16,1,0.9,-73.97669983,40.75077438354492,1,N,-73.98989868,40.75588607788085,1,5.5,0.5,0.5,1.36,0,0.3,8.16
3426,11099131,2,4/29/2016 0:11,4/29/2016 0:16,1,0.67,-73.97280121,40.755958557128906,1,N,-73.97125244,40.76245880126953,2,5,0.5,0.5,0,0,0.3,6.3
3427,11099132,2,4/29/2016 0:11,4/29/2016 0:26,5,1.77,-73.95372009,40.71076965332031,1,N,-73.93115997,40.69456863,2,11,0.5,0.5,0,0,0.3,12.3
3428,11099133,2,4/29/2016 0:11,4/29/2016 0:49,2,10.07,-73.99179077,40.74382019042969,1,N,-73.95681763,40.67332077026367,1,34,0.5,0.5,7.06,0,0.3,42.36
3429,11099135,2,4/29/2016 0:11,4/29/2016 0:19,1,1.36,-74.00232697,40.73969268798828,1,N,-73.99078369,40.75631713867188,1,7.5,0.5,0.5,0,0,0.3,8.8
3430,11099136,2,4/29/2016 0:11,4/29/2016 0:19,1,2.71,-73.95433807,40.763938903808594,1,N,-73.97416687,40.73131942749024,1,10.5,0.5,0.5,2,0,0.3,13.8
3431,11099137,2,4/29/2016 0:11,4/29/2016 0:28,2,4.45,-73.98590851,40.74713134765625,1,N,-73.94268036,40.795711517333984,1,16,0.5,0.5,5.19,0,0.3,22.49
3432,11099138,1,4/29/2016 0:11,4/29/2016 0:36,1,7.8,-73.96247864,40.71617126464844,1,N,-74.00840759,40.65059661865234,1,26,0.5,0.5,5.45,0,0.3,32.75
3433,11099139,1,4/29/2016 0:11,4/29/2016 0:14,1,0.8,-73.96553802,40.79573440551758,1,N,-73.97488403,40.787845611572266,1,4.5,0.5,0.5,1.15,0,0.3,6.95
3434,11099140,1,4/29/2016 0:11,4/29/2016 0:15,1,1.1,-73.97335815,40.75508880615234,1,N,-73.98384857,40.74067687988281,1,5.5,0.5,0.5,0,0,0.3,6.8
3435,11099141,1,4/29/2016 0:11,4/29/2016 0:27,1,5.1,-73.98504639,40.75686645507813,1,N,-73.94626617,40.80982971191406,2,16.5,0.5,0.5,0,0,0.3,17.8
3436,11099142,2,4/29/2016 0:11,4/29/2016 0:17,2,1.12,-73.9826889,40.72716141,1,N,-73.97928619,40.73976898,1,6,0.5,0.5,1.46,0,0.3,8.76
3437,11099143,2,4/29/2016 0:11,4/29/2016 0:25,1,2.83,-74.00817108,40.73762130737305,1,N,-73.97564697,40.75770950317383,2,11.5,0.5,0.5,0,0,0.3,12.8
3438,11099144,2,4/29/2016 0:11,4/29/2016 0:18,6,0.97,-73.97685242,40.749359130859375,1,N,-73.99241638,40.756080627441406,1,6.5,0.5,0.5,1,0,0.3,8.8
3439,11099145,2,4/29/2016 0:11,4/29/2016 0:21,1,2.67,-73.78262329,40.644474029541016,1,N,-73.78218079,40.66640853881836,1,11,0.5,0.5,0,0,0.3,12.3
3440,11099146,2,4/29/2016 0:11,4/29/2016 0:30,1,6.52,-73.97575378,40.74481964111328,1,N,-73.8767395,40.74818039,2,21.5,0.5,0.5,0,5.54,0.3,28.34
3441,11099147,2,4/29/2016 0:11,4/29/2016 0:26,1,3.19,-73.99092865,40.71946334838867,1,N,-73.99321747,40.68537521362305,2,14,0.5,0.5,0,0,0.3,15.3
3442,11099148,1,4/29/2016 0:12,4/29/2016 0:17,1,0.3,-73.99742889,40.71902847290039,1,N,-73.99367523,40.721206665039055,1,5,0.5,0.5,1.25,0,0.3,7.55
3443,11099150,1,4/29/2016 0:12,4/29/2016 0:17,1,1,-74.00802612,40.73948287963867,1,N,-74.00963593,40.72620391845703,1,5.5,0.5,0.5,1.35,0,0.3,8.15
3444,11099151,1,4/29/2016 0:12,4/29/2016 0:38,2,6.7,-73.9814682,40.75890350341797,1,N,-73.90177155,40.77649307250977,1,23.5,0.5,0.5,4,0,0.3,28.8
3445,11099152,1,4/29/2016 0:12,4/29/2016 0:30,2,3.5,-73.9733963,40.75931167602539,1,N,-73.99980927,40.72675323486328,1,15,0.5,0.5,1,0,0.3,17.3
3446,11099153,2,4/29/2016 0:12,4/29/2016 0:15,2,0.98,-73.97234344,40.78662109,1,N,-73.959198,40.78113937,1,5,0.5,0.5,1,0,0.3,7.3
3447,11099154,2,4/29/2016 0:12,4/29/2016 0:15,1,0.63,-73.99048615,40.71887207,1,N,-73.98236847,40.71464538574219,1,4.5,0.5,0.5,1.16,0,0.3,6.96
3448,11099155,2,4/29/2016 0:12,4/29/2016 0:23,1,3.54,-74.00399017,40.73806762695313,1,N,-73.98029327,40.78040695,1,12.5,0.5,0.5,1,0,0.3,14.8
3449,11099156,2,4/29/2016 0:12,4/29/2016 0:26,6,6.74,-73.97870636,40.75196075439453,1,N,-73.99414063,40.69094086,1,20.5,0.5,0.5,4.36,0,0.3,26.16
3450,11099157,2,4/29/2016 0:12,4/29/2016 0:38,1,6.14,-73.99143219,40.72719955444336,1,N,-73.9495697,40.78784942626953,2,23,0.5,0.5,0,0,0.3,24.3
3451,11099158,2,4/29/2016 0:12,4/29/2016 0:23,1,2.02,-73.99798584,40.75652694702149,1,N,-74.00190735,40.73711013793945,1,9.5,0.5,0.5,2.16,0,0.3,12.96
3452,11099159,1,4/29/2016 0:12,4/29/2016 0:19,1,2.1,-73.93795013,40.79689789,1,N,-73.91900635,40.81417465209961,2,8.5,0.5,0.5,0,0,0.3,9.8
3453,11099160,1,4/29/2016 0:12,4/29/2016 0:13,1,0.3,-73.99377441,40.75146865844727,1,N,-73.99079132,40.75579071044922,1,3.5,0.5,0.5,0.95,0,0.3,5.75
3454,11099161,2,4/29/2016 0:12,4/29/2016 0:18,1,1.38,-73.99063873,40.76108932495117,1,N,-73.99913788,40.74467849731445,1,6.5,0.5,0.5,1.56,0,0.3,9.36
3455,11099162,1,4/29/2016 0:12,4/29/2016 0:22,1,1.7,-73.96723938,40.766639709472656,1,N,-73.98532867,40.75521469,2,9,0.5,0.5,0,0,0.3,10.3
3456,11099163,2,4/29/2016 0:12,4/29/2016 0:23,1,2.8,-73.99694061,40.71662902832031,1,N,-73.98091888,40.68080139160156,1,11.5,0.5,0.5,3.2,0,0.3,16
3457,11099164,1,4/29/2016 0:12,4/29/2016 0:24,1,6.8,-73.87294769,40.77429962158203,1,N,-73.93864441,40.81257629394531,2,19.5,0.5,0.5,0,5.54,0.3,26.34
3458,11099165,1,4/29/2016 0:12,4/29/2016 0:30,1,4.9,-73.98770142,40.760231018066406,1,N,-73.94242096,40.82223129272461,1,18.5,0.5,0.5,1.5,0,0.3,21.3
3459,11099166,1,4/29/2016 0:12,4/29/2016 0:24,4,2.1,-74.00636292,40.74041748046875,1,N,-73.98726654,40.760757446289055,2,10.5,0.5,0.5,0,0,0.3,11.8
3460,11099167,1,4/29/2016 0:12,4/29/2016 0:24,1,2.2,-73.9712677,40.75880051,1,N,-73.99427795,40.74921417236328,1,10,0.5,0.5,2.25,0,0.3,13.55
3461,11099168,2,4/29/2016 0:12,4/29/2016 0:40,1,8.04,-74.00040436,40.73226165771485,1,N,-73.97485352,40.64903641,1,27,0.5,0.5,0,0,0.3,28.3
3462,11099169,2,4/29/2016 0:12,4/29/2016 0:17,1,1.04,-73.9903183,40.73720169067383,1,N,-74.00531769,40.73981857299805,1,5.5,0.5,0.5,1.36,0,0.3,8.16
3463,11099170,2,4/29/2016 0:12,4/29/2016 0:27,1,3.12,-73.9936142,40.73414993286133,1,N,-73.98156738,40.76544189453125,2,13,0.5,0.5,0,0,0.3,14.3
3464,11099171,1,4/29/2016 0:12,4/29/2016 0:29,2,7.7,-73.97422791,40.75300598144531,1,N,-74.00337982,40.683631896972656,1,24,0.5,0.5,6.3,0,0.3,31.6
3465,11099172,1,4/29/2016 0:12,4/29/2016 0:19,1,2.6,-73.96536255,40.771968841552734,1,N,-73.96464539,40.80083847045898,2,9.5,0.5,0.5,0,0,0.3,10.8
3466,11099173,1,4/29/2016 0:12,4/29/2016 0:20,1,1.3,-74.00252533,40.73426437,1,N,-73.99795532,40.75000381469727,1,7.5,0.5,0.5,1,0,0.3,9.8
3467,11099174,1,4/29/2016 0:12,4/29/2016 0:15,1,0.7,-73.97847748,40.74493789672852,1,N,-73.98731232,40.73907470703125,2,4.5,0.5,0.5,0,0,0.3,5.8
3468,11099175,2,4/29/2016 0:12,4/29/2016 0:34,1,5.55,-74.00392151,40.723899841308594,1,N,-73.95198822,40.67530059814453,1,20.5,0.5,0.5,6.54,0,0.3,28.34
3469,11099176,2,4/29/2016 0:12,4/29/2016 0:18,1,1.45,-73.97880554,40.77742385864258,1,N,-73.96809387,40.76461791992188,1,7,0.5,0.5,1.66,0,0.3,9.96
3470,11099177,2,4/29/2016 0:12,4/29/2016 0:16,1,0.79,-73.98635101,40.72625732421875,1,N,-73.99532318,40.73262023925781,2,5,0.5,0.5,0,0,0.3,6.3
3471,11099178,2,4/29/2016 0:12,4/29/2016 0:20,1,1.49,-74.00170135,40.709510803222656,1,N,-73.98529053,40.720527648925774,2,8,0.5,0.5,0,0,0.3,9.3
3472,11099179,2,4/29/2016 0:12,4/29/2016 1:17,1,26.27,-73.97821045,40.75218963623047,1,N,-74.0078125,40.65406418,2,78,0.5,0.5,0,5.54,0.3,84.84
3473,11099180,2,4/29/2016 0:12,4/29/2016 0:17,1,1.38,-73.99884796,40.74451828,1,N,-74.00605774,40.73088073730469,1,6.5,0.5,0.5,6,0,0.3,13.8
3474,11099181,2,4/29/2016 0:12,4/29/2016 0:17,1,0.85,-73.98009491,40.73482131958008,1,N,-73.97668457,40.74370193481445,2,5.5,0.5,0.5,0,0,0.3,6.8
3475,11099182,1,4/29/2016 0:12,4/29/2016 0:23,1,5.5,-73.87303925,40.77404022216797,1,N,-73.85618591,40.724308013916016,1,17,0.5,0.5,3.65,0,0.3,21.95
3476,11099183,2,4/29/2016 0:12,4/29/2016 0:22,2,2.34,-74.00247192,40.73964309692383,1,N,-73.98971558,40.76737594604492,1,10,0.5,0.5,1,0,0.3,12.3
3477,11099184,2,4/29/2016 0:12,4/29/2016 0:27,4,2.94,-73.9920578,40.72661590576172,1,N,-73.97182465,40.75980758666992,1,13.5,0.5,0.5,2.96,0,0.3,17.76
3478,11099185,2,4/29/2016 0:12,4/29/2016 0:21,1,1.84,-73.99042511,40.72584152,1,N,-73.99642944,40.74449157714844,1,8.5,0.5,0.5,1.96,0,0.3,11.76
3479,11099186,2,4/29/2016 0:12,4/29/2016 0:29,1,4.31,-73.99147797,40.72964096069336,1,N,-73.95488739,40.780860900878906,2,16,0.5,0.5,0,0,0.3,17.3
3480,11099187,1,4/29/2016 0:12,4/29/2016 0:17,1,1.2,-73.9899292,40.744007110595696,1,N,-73.99900818,40.73167801,1,6,0.5,0.5,1.45,0,0.3,8.75
3481,11099188,1,4/29/2016 0:12,4/29/2016 0:52,1,14.8,-73.97711182,40.76029968261719,1,N,-74.02835846,40.62839126586913,2,44.5,0.5,0.5,0,0,0.3,45.8
3482,11099189,2,4/29/2016 0:12,4/29/2016 0:17,1,0.99,-73.98673248,40.72238159179688,1,N,-74.00331116,40.72843933105469,1,6,0.5,0.5,1.46,0,0.3,8.76
3483,11099190,2,4/29/2016 0:12,4/29/2016 0:30,1,4.1,-73.98415375,40.76399993896485,1,N,-73.92127228,40.74137115478516,1,16.5,0.5,0.5,3.56,0,0.3,21.36
3484,11099191,2,4/29/2016 0:12,4/29/2016 0:16,1,0.8,-73.99212646,40.72908020019531,1,N,-73.98230743,40.73186874389648,1,5.5,0.5,0.5,1.36,0,0.3,8.16
3485,11099192,2,4/29/2016 0:12,4/29/2016 0:17,1,2.25,-73.96608734,40.762371063232415,1,N,-73.94754791,40.79029846191406,1,8,0.5,0.5,2.32,0,0.3,11.62
3486,11099193,2,4/29/2016 0:12,4/29/2016 0:18,3,0.72,-73.96859741,40.75882339477539,1,N,-73.97498322,40.75924301147461,1,6,0.5,0.5,1.46,0,0.3,8.76
3487,11099194,2,4/29/2016 0:12,4/29/2016 0:37,2,9.69,-74.00389862,40.72602081298828,1,N,-73.9397583,40.82929992675781,1,30,0.5,0.5,9.39,0,0.3,40.69
3488,11099195,2,4/29/2016 0:12,4/29/2016 0:15,1,1.1,-73.92543793,40.76211929321289,1,N,-73.9246521,40.77410888671875,1,5.5,0.5,0.5,2.04,0,0.3,8.84
3489,11099196,2,4/29/2016 0:12,4/29/2016 0:14,1,0.69,-73.99388123,40.69583129882813,1,N,-73.99101257,40.68920516967773,1,4,0.5,0.5,1.06,0,0.3,6.36
3490,11099197,2,4/29/2016 0:12,4/29/2016 0:17,5,1.5,-73.96056366,40.77272033691406,1,N,-73.97614288,40.76044845581055,1,6.5,0.5,0.5,1.56,0,0.3,9.36
3491,11099198,1,4/29/2016 0:12,4/29/2016 0:13,1,0.4,-73.93869781,40.79582214355469,1,N,-73.94287872,40.79016876220703,2,3.5,0.5,0.5,0,0,0.3,4.8
3492,11099199,2,4/29/2016 0:12,4/29/2016 0:24,1,3.71,-73.9824295,40.69208908081055,1,N,-73.938591,40.71754074,2,13.5,0.5,0.5,0,0,0.3,14.8
3493,11099200,1,4/29/2016 0:12,4/29/2016 0:35,1,3.7,-73.9936676,40.720951080322266,1,N,-73.96585083,40.75624847412109,2,17,0.5,0.5,0,0,0.3,18.3
3494,11099201,1,4/29/2016 0:12,4/29/2016 0:28,1,4.5,-73.95902252,40.774768829345696,1,N,-73.9143219,40.75673675537109,1,16,0.5,0.5,4.3,0,0.3,21.6
3495,11099202,1,4/29/2016 0:12,4/29/2016 0:24,1,2.1,-73.98513031,40.76051330566406,1,N,-73.99371338,40.735389709472656,1,10,0.5,0.5,1.1,0,0.3,12.4
3496,11099203,2,4/29/2016 0:12,4/29/2016 0:28,1,9.92,-73.87306213,40.77418137,1,N,-73.96354675,40.76367950439453,1,28,0.5,0.5,6.97,5.54,0.3,41.81
3497,11099204,2,4/29/2016 0:12,4/29/2016 0:24,6,1.66,-73.99185181,40.72242736816406,1,N,-73.98000336,40.74309539794922,1,10,0.5,0.5,2.26,0,0.3,13.56
3498,11099205,2,4/29/2016 0:12,4/29/2016 0:50,2,13.14,-73.98803711,40.72799682617188,1,N,-73.9187851,40.86657715,1,40,0.5,0.5,9,0,0.3,50.3
3499,11099206,1,4/29/2016 0:12,4/29/2016 0:32,1,10.5,-73.98836517,40.75972366333008,1,N,-73.93073273,40.83231735229492,1,29.5,0.5,0.5,6.15,0,0.3,36.95
3500,11099207,1,4/29/2016 0:12,4/29/2016 0:25,1,2.2,-73.99020386,40.74421310424805,1,N,-73.9644165,40.75654220581055,2,10.5,0.5,0.5,0,0,0.3,11.8
3501,11099208,2,4/29/2016 0:12,4/29/2016 0:25,1,3.29,-73.98880768,40.72692108154297,1,N,-73.94824219,40.717750549316406,1,13.5,0.5,0.5,2.96,0,0.3,17.76
3502,11099209,2,4/29/2016 0:12,4/29/2016 0:19,1,2.26,-74.00657654,40.740760803222656,1,N,-73.99594116,40.76728057861328,1,9,0.5,0.5,2.06,0,0.3,12.36
3503,11099210,2,4/29/2016 0:12,4/29/2016 0:25,1,4.15,-73.97234344,40.79388427734375,1,N,-73.99049377,40.757488250732415,1,15,0.5,0.5,0,0,0.3,16.3
3504,11099211,2,4/29/2016 0:12,4/29/2016 0:34,1,5.74,-73.96054077,40.71945190429688,1,N,-73.88398743,40.74810028076172,2,21,0.5,0.5,0,0,0.3,22.3
3505,11099212,2,4/29/2016 0:12,4/29/2016 0:13,2,0.33,-73.99944305,40.74906921386719,1,N,-73.99864197,40.74604797363281,2,3,0.5,0.5,0,0,0.3,4.3
